0 0 40523.890652 
0 1 28847.409772 
0 2 23991.089143 
0 3 23432.364661 
0 4 25913.533379 
0 5 27157.418112 
0 6 26269.807135 
0 7 24517.905119 
0 8 21974.511980 
0 9 25084.335004 
0 10 21250.247325 
0 11 26063.722449 
0 12 25253.602832 
0 13 26340.819042 
0 14 32697.059313 
0 15 31731.250604 
0 16 30626.294760 
0 17 23507.564678 
0 18 27363.756756 
0 19 43771.039505 
0 20 0.000000 
1 0 21722.309580 
1 1 16498.359014 
1 2 22666.975676 
1 3 21384.657669 
1 4 21791.057072 
1 5 21303.231354 
1 6 19523.506502 
1 7 18948.115660 
1 8 19521.888376 
1 9 19261.635563 
1 10 22037.063442 
1 11 19682.102473 
1 12 23935.892539 
1 13 24336.144263 
1 14 25442.097866 
1 15 26286.039235 
1 16 24377.906660 
1 17 19862.961325 
1 18 16680.040495 
1 19 25689.846887 
1 20 0.000000 
2 0 25745.427081 
2 1 20370.383337 
2 2 18826.902693 
2 3 23784.304426 
2 4 21995.097239 
2 5 21883.468426 
2 6 21543.483576 
2 7 23013.517932 
2 8 19399.617964 
2 9 22656.458926 
2 10 22201.360754 
2 11 25524.162464 
2 12 23640.920282 
2 13 22684.235118 
2 14 26568.537206 
2 15 26609.578935 
2 16 20875.848680 
2 17 22475.070367 
2 18 21280.813153 
2 19 28064.881247 
2 20 0.000000 
3 0 24388.504194 
3 1 18406.630295 
3 2 23038.901789 
3 3 27057.404496 
3 4 23276.693192 
3 5 21395.257612 
3 6 19038.726655 
3 7 24656.430798 
3 8 23002.289701 
3 9 17788.290788 
3 10 24819.010864 
3 11 26078.016517 
3 12 20959.716855 
3 13 22750.646306 
3 14 27931.339939 
3 15 22391.061616 
3 16 22755.217209 
3 17 21581.606698 
3 18 25449.895730 
3 19 26610.508776 
3 20 0.000000 
4 0 24594.671921 
4 1 24029.618717 
4 2 22587.389215 
4 3 24995.378903 
4 4 25529.343050 
4 5 19654.372063 
4 6 20671.251076 
4 7 24760.991850 
4 8 23718.750839 
4 9 21382.957564 
4 10 22249.460838 
4 11 22157.867737 
4 12 24629.117027 
4 13 20554.366365 
4 14 24574.194173 
4 15 24870.040573 
4 16 26700.051799 
4 17 24256.173625 
4 18 22535.467295 
4 19 23930.628844 
4 20 0.000000 
5 0 23474.664703 
5 1 23860.042364 
5 2 26045.244555 
5 3 22953.068755 
5 4 22148.921274 
5 5 20606.489103 
5 6 20624.283157 
5 7 21185.975696 
5 8 21608.882367 
5 9 19605.152148 
5 10 21982.164268 
5 11 23015.464142 
5 12 24127.494018 
5 13 20349.010879 
5 14 24636.077922 
5 15 25425.722010 
5 16 22814.651553 
5 17 26507.049775 
5 18 21037.898556 
5 19 24506.930683 
5 20 0.000000 
6 0 25432.137523 
6 1 25806.956489 
6 2 27315.592755 
6 3 23195.800385 
6 4 23295.675094 
6 5 20364.553995 
6 6 17212.849228 
6 7 21433.358890 
6 8 20403.243338 
6 9 23256.410786 
6 10 24682.923522 
6 11 22209.990191 
6 12 23237.262150 
6 13 23147.127966 
6 14 21284.373819 
6 15 25221.888781 
6 16 26682.345375 
6 17 26584.719527 
6 18 19073.890034 
6 19 27234.352555 
6 20 0.000000 
7 0 28075.770859 
7 1 24191.494354 
7 2 26390.518004 
7 3 20979.677121 
7 4 22760.100739 
7 5 20533.180049 
7 6 18915.762312 
7 7 22397.042605 
7 8 21427.900759 
7 9 24082.783855 
7 10 20204.500659 
7 11 21112.339047 
7 12 28247.349646 
7 13 21214.996743 
7 14 23457.743386 
7 15 23869.884726 
7 16 25146.521565 
7 17 22251.208592 
7 18 23918.797117 
7 19 25312.591362 
7 20 0.000000 
8 0 25495.215536 
8 1 27335.318361 
8 2 26463.475805 
8 3 20471.076581 
8 4 22378.640931 
8 5 23279.122954 
8 6 22891.336243 
8 7 20951.807913 
8 8 22823.771649 
8 9 17587.435499 
8 10 22781.460073 
8 11 24182.257917 
8 12 26251.085918 
8 13 25134.737141 
8 14 25661.718722 
8 15 25219.883120 
8 16 22915.704274 
8 17 22693.625047 
8 18 22417.860065 
8 19 25063.264326 
8 20 0.000000 
9 0 25539.983940 
9 1 23267.580423 
9 2 21706.054929 
9 3 20726.241992 
9 4 21007.614745 
9 5 25079.222112 
9 6 19866.658084 
9 7 24696.927309 
9 8 22024.741701 
9 9 19108.438024 
9 10 22355.428920 
9 11 24840.800067 
9 12 26325.625386 
9 13 27181.689520 
9 14 24063.521217 
9 15 24301.436208 
9 16 25850.766157 
9 17 24172.446447 
9 18 23420.615758 
9 19 19786.651666 
9 20 0.000000 
10 0 26388.798862 
10 1 24696.165081 
10 2 21463.733698 
10 3 19863.299429 
10 4 24809.325064 
10 5 21078.837798 
10 6 24426.460749 
10 7 20126.431752 
10 8 25072.280240 
10 9 19509.849067 
10 10 26239.955280 
10 11 24478.936594 
10 12 25474.293594 
10 13 23478.162077 
10 14 23885.670851 
10 15 21584.465221 
10 16 23693.397594 
10 17 28508.712583 
10 18 23849.334869 
10 19 20264.240896 
10 20 0.000000 
11 0 24940.433690 
11 1 23546.479417 
11 2 20531.618329 
11 3 22166.146230 
11 4 23567.287721 
11 5 22851.754758 
11 6 21739.182079 
11 7 26967.289573 
11 8 21896.494747 
11 9 22137.874221 
11 10 24336.018362 
11 11 24778.773255 
11 12 27265.193742 
11 13 26091.170169 
11 14 25235.442747 
11 15 21035.298502 
11 16 23065.874995 
11 17 20657.712198 
11 18 23425.748886 
11 19 23698.647707 
11 20 0.000000 
