0 0 6.293788e+08 -0.000000e+00 
0 1 6.285353e+08 -0.000000e+00 
0 2 6.280067e+08 -0.000000e+00 
0 3 6.276230e+08 -0.000000e+00 
0 4 6.262281e+08 -0.000000e+00 
0 5 6.255225e+08 -0.000000e+00 
0 6 6.265936e+08 -0.000000e+00 
0 7 6.265762e+08 -0.000000e+00 
0 8 6.249593e+08 -0.000000e+00 
0 9 6.230448e+08 -0.000000e+00 
0 10 6.216256e+08 -0.000000e+00 
0 11 6.222403e+08 -0.000000e+00 
0 12 6.230088e+08 -0.000000e+00 
0 13 6.226911e+08 -0.000000e+00 
0 14 6.222430e+08 -0.000000e+00 
0 15 6.215297e+08 -0.000000e+00 
0 16 6.220159e+08 -0.000000e+00 
0 17 6.240624e+08 -0.000000e+00 
0 18 6.249521e+08 -0.000000e+00 
0 19 6.257930e+08 -0.000000e+00 
0 20 6.269858e+08 0.000000e+00 
1 0 6.475890e+08 -8.434654e+05 
1 1 6.473248e+08 -5.286159e+05 
1 2 6.464595e+08 -3.836765e+05 
1 3 6.459012e+08 -1.394953e+06 
1 4 6.454670e+08 -7.055478e+05 
1 5 6.446011e+08 1.071093e+06 
1 6 6.443425e+08 -1.743180e+04 
1 7 6.444579e+08 -1.616894e+06 
1 8 6.438436e+08 -1.914479e+06 
1 9 6.436652e+08 -1.419182e+06 
1 10 6.443389e+08 6.146638e+05 
1 11 6.458950e+08 7.685209e+05 
1 12 6.465409e+08 -3.176843e+05 
1 13 6.447763e+08 -4.481514e+05 
1 14 6.429988e+08 -7.132844e+05 
1 15 6.415734e+08 4.862257e+05 
1 16 6.399753e+08 2.046442e+06 
1 17 6.407657e+08 8.897460e+05 
1 18 6.427932e+08 8.408928e+05 
1 19 6.434626e+08 1.192739e+06 
1 20 6.434129e+08 0.000000e+00 
2 0 6.628964e+08 -1.107664e+06 
2 1 6.621813e+08 -1.393915e+06 
2 2 6.605596e+08 -9.419558e+05 
2 3 6.597054e+08 -1.829145e+06 
2 4 6.605651e+08 -1.571467e+06 
2 5 6.615099e+08 8.124561e+05 
2 6 6.613208e+08 9.803400e+04 
2 7 6.618015e+08 -2.231193e+06 
2 8 6.640794e+08 -2.092910e+06 
2 9 6.664865e+08 -7.455401e+05 
2 10 6.675504e+08 2.170802e+06 
2 11 6.673943e+08 1.414473e+06 
2 12 6.666108e+08 -2.082294e+06 
2 13 6.649284e+08 -2.225691e+06 
2 14 6.626637e+08 -2.138712e+06 
2 15 6.603127e+08 -1.111860e+06 
2 16 6.586187e+08 2.836847e+06 
2 17 6.579306e+08 2.917300e+06 
2 18 6.579265e+08 1.510217e+06 
2 19 6.576903e+08 1.143115e+06 
2 20 6.572176e+08 0.000000e+00 
3 0 6.542169e+08 -1.822760e+06 
3 1 6.537413e+08 -3.015680e+06 
3 2 6.541428e+08 -1.796107e+06 
3 3 6.556856e+08 -9.694618e+05 
3 4 6.567382e+08 -6.266844e+05 
3 5 6.575913e+08 6.234148e+05 
3 6 6.578941e+08 5.786997e+05 
3 7 6.591767e+08 4.672160e+04 
3 8 6.620719e+08 3.142010e+05 
3 9 6.651959e+08 3.183140e+05 
3 10 6.663709e+08 2.014667e+06 
3 11 6.645284e+08 6.309739e+05 
3 12 6.626538e+08 -3.764655e+06 
3 13 6.620694e+08 -4.490336e+06 
3 14 6.605104e+08 -4.489760e+06 
3 15 6.583783e+08 -2.805894e+06 
3 16 6.568133e+08 2.148793e+06 
3 17 6.544194e+08 2.913157e+06 
3 18 6.526905e+08 1.274071e+06 
3 19 6.521521e+08 6.703533e+05 
3 20 6.518010e+08 0.000000e+00 
4 0 6.311599e+08 -2.298355e+06 
4 1 6.321211e+08 -2.614250e+06 
4 2 6.344738e+08 -2.533051e+05 
4 3 6.367697e+08 8.313820e+04 
4 4 6.373550e+08 2.264503e+05 
4 5 6.368238e+08 9.262345e+05 
4 6 6.367873e+08 1.861266e+06 
4 7 6.375940e+08 2.941904e+06 
4 8 6.390514e+08 3.438199e+06 
4 9 6.409976e+08 1.493298e+06 
4 10 6.433763e+08 1.722226e+05 
4 11 6.427687e+08 -1.243637e+06 
4 12 6.404755e+08 -4.349069e+06 
4 13 6.403588e+08 -6.049350e+06 
4 14 6.402777e+08 -6.621834e+06 
4 15 6.395927e+08 -4.370902e+06 
4 16 6.374466e+08 -2.451045e+05 
4 17 6.335420e+08 1.184251e+06 
4 18 6.306239e+08 7.356913e+05 
4 19 6.292753e+08 3.192658e+05 
4 20 6.287889e+08 0.000000e+00 
5 0 5.982771e+08 -1.337206e+06 
5 1 5.993107e+08 -2.614608e+05 
5 2 6.012993e+08 2.042533e+06 
5 3 6.019759e+08 6.684082e+05 
5 4 6.020742e+08 -3.047265e+05 
5 5 6.023928e+08 8.897544e+05 
5 6 6.028357e+08 2.667980e+06 
5 7 6.033228e+08 4.399293e+06 
5 8 6.044046e+08 5.384368e+06 
5 9 6.057267e+08 3.872050e+06 
5 10 6.065985e+08 -4.354473e+05 
5 11 6.066168e+08 -3.536750e+06 
5 12 6.056347e+08 -4.465788e+06 
5 13 6.049463e+08 -6.130463e+06 
5 14 6.044086e+08 -7.306872e+06 
5 15 6.045982e+08 -6.516969e+06 
5 16 6.037699e+08 -4.149674e+06 
5 17 6.012690e+08 -1.733868e+06 
